id,name,distance_meters,moving_time_seconds,elapsed_time_seconds,elevation_gain_meters,type,start_date,average_speed_mps,max_speed_mps,average_heart_rate_bpm,max_heart_rate_bpm,injury_occurred
11773622371,Lunch Weight Training,0.0,4551,4551,0.0,WeightTraining,2024-06-30T09:15:49Z,0.0,0.0,92.9,149.0,False
11765520925,Morning Weight Training,0.0,4096,4096,0.0,WeightTraining,2024-06-29T08:40:49Z,0.0,0.0,85.5,139.0,False
11759955431,Afternoon Run,6013.0,1618,1655,40.0,Run,2024-06-28T13:47:31Z,3.716,4.544,153.5,172.0,False
11759955375,Afternoon Workout,0.0,56,56,0.0,Workout,2024-06-28T13:46:35Z,0.0,0.0,107.2,115.0,False
11759955400,Afternoon Ride,31553.8,3403,3547,263.0,Ride,2024-06-28T12:47:21Z,9.272,13.793,143.9,164.0,False
11754324407,Evening Ride,61343.9,6445,6961,357.0,Ride,2024-06-27T16:39:07Z,9.518,14.246,151.0,168.0,False
11754335196,Evening Ride,60935.4,6375,7034,300.0,Ride,2024-06-27T16:38:48Z,9.558,13.962,,,False
11750116563,Morning Weight Training,0.0,4296,4296,0.0,WeightTraining,2024-06-27T05:06:52Z,0.0,0.0,94.7,125.0,False
11746571433,Evening Swim,2250.0,2604,3148,0.0,Swim,2024-06-26T17:48:54Z,0.864,1.138,112.7,142.0,False
11736582461,Afternoon Weight Training,0.0,4451,4451,0.0,WeightTraining,2024-06-25T13:36:28Z,0.0,0.0,95.6,125.0,False
11733231280,Morning Run,10010.5,3206,3309,76.0,Run,2024-06-25T05:31:49Z,3.122,11.23,140.9,169.0,False
11717977393,Morning Ride,89691.5,10712,12627,869.0,Ride,2024-06-23T06:00:30Z,8.373,15.528,141.1,162.0,False
11713818282,Afternoon Weight Training,0.0,3487,3487,0.0,WeightTraining,2024-06-22T15:57:51Z,0.0,0.0,97.7,133.0,False
11711080730,Intervals,10010.1,3369,3461,73.0,Run,2024-06-22T10:29:35Z,2.971,6.322,143.6,175.0,False
11699686031,Evening Ride,58076.4,6498,7657,314.0,Ride,2024-06-20T16:48:03Z,8.938,13.446,138.6,163.0,False
11694772252,Morning Run,8285.7,2683,2728,106.0,Run,2024-06-20T04:58:23Z,3.088,6.649,140.3,159.0,False
11691992344,Evening Weight Training,0.0,3821,3821,0.0,WeightTraining,2024-06-19T17:38:48Z,0.0,0.0,89.2,127.0,False
11686474618,Morning Swim,2000.0,2413,2597,0.0,Swim,2024-06-19T04:28:59Z,0.829,1.088,133.8,156.0,False
11682823864,Afternoon Weight Training,0.0,4132,4132,0.0,WeightTraining,2024-06-18T15:57:21Z,0.0,0.0,95.2,131.0,False
11678317751,Morning Run,15611.7,4723,4819,107.0,Run,2024-06-18T04:12:36Z,3.305,4.66,144.2,156.0,False
11674943027,Evening Weight Training,0.0,4840,4840,0.0,WeightTraining,2024-06-17T16:30:06Z,0.0,0.0,90.8,125.0,False
11670499333,Morning Swim,2100.0,2460,3142,0.0,Swim,2024-06-17T04:12:29Z,0.854,1.924,133.0,172.0,False
11667863014,Intervals,10056.8,3526,3608,26.0,Run,2024-06-16T15:47:59Z,2.852,5.852,146.5,179.0,False
11664085992,Morning Weight Training,0.0,4526,4526,0.0,WeightTraining,2024-06-16T07:52:39Z,0.0,0.0,87.1,126.0,False
11656387923,Morning Ride,88423.2,11423,14146,727.0,Ride,2024-06-15T06:17:57Z,7.741,16.14,122.9,168.0,False
11652053693,Evening Swim,1001.6,1269,1391,0.0,Swim,2024-06-14T16:56:37Z,0.789,1.682,115.7,139.0,False
11645418396,Evening Weight Training,0.0,4949,4949,0.0,WeightTraining,2024-06-13T16:21:01Z,0.0,0.0,86.8,126.0,False
11640343474,tempo session,9015.8,2503,2507,95.0,Run,2024-06-13T04:08:03Z,3.602,5.032,154.0,177.0,False
11637262869,Evening Weight Training,0.0,4486,4486,0.0,WeightTraining,2024-06-12T16:30:17Z,0.0,0.0,92.2,123.0,False
11634291007,Lunch Swim,2250.0,2780,3113,0.0,Swim,2024-06-12T10:41:44Z,0.809,2.778,121.6,146.0,False
11629026796,Evening Weight Training,0.0,4557,4557,0.0,WeightTraining,2024-06-11T16:11:01Z,0.0,0.0,93.3,127.0,False
11624145001,Morning Ride,31185.1,4172,5096,355.0,Ride,2024-06-11T04:09:18Z,7.475,18.836,131.7,162.0,False
11620659321,Evening Weight Training,0.0,4429,4429,0.0,WeightTraining,2024-06-10T16:17:55Z,0.0,0.0,89.1,125.0,False
11616607210,Morning Run,11018.8,3249,3624,74.0,Run,2024-06-10T04:09:46Z,3.391,3.801,144.9,160.0,False
11612326330,Afternoon Run,5997.3,1625,1864,25.0,Run,2024-06-09T13:33:06Z,3.691,4.394,148.7,165.0,False
11602466721,Morning Ride,101710.0,12084,18906,499.0,Ride,2024-06-08T06:02:32Z,8.417,14.314,132.0,161.0,False
11597513782,Evening Weight Training,0.0,4067,4067,0.0,WeightTraining,2024-06-07T16:27:25Z,0.0,0.0,83.3,130.0,False
11595225908,Afternoon Swim,2000.0,2324,2995,0.0,Swim,2024-06-07T11:35:58Z,0.861,1.786,107.3,153.0,False
11590602958,Evening Weight Training,0.0,4126,4126,0.0,WeightTraining,2024-06-06T16:39:04Z,0.0,0.0,81.8,122.0,False
11585329852,Easy Run,14999.6,4610,4610,163.0,Run,2024-06-06T04:12:34Z,3.254,6.885,143.7,164.0,False
11585328309,Evening Weight Training,0.0,4345,4345,0.0,WeightTraining,2024-06-05T16:22:53Z,0.0,0.0,93.9,120.0,False
11576912565,Hill Repeats,30290.2,4026,4135,372.0,Ride,2024-06-05T04:10:02Z,7.524,12.267,136.9,167.0,False
11573257270,Evening Weight Training,0.0,4084,4084,0.0,WeightTraining,2024-06-04T16:08:13Z,0.0,0.0,97.8,125.0,False
11570204209,Lunch Swim,1550.0,1987,3244,0.0,Swim,2024-06-04T10:12:47Z,0.78,2.382,97.9,120.0,False
11566094444,Afternoon Weight Training,0.0,4499,4499,0.0,WeightTraining,2024-06-03T15:57:53Z,0.0,0.0,93.6,132.0,False
11560868687,Morning Run,10000.2,3035,3367,104.0,Run,2024-06-03T04:09:33Z,3.295,4.823,149.0,177.0,False
11546073830,Morning Ride,101145.0,11929,14845,172.0,Ride,2024-06-01T06:00:24Z,8.479,12.254,131.9,163.0,False
11541644882,Evening Weight Training,0.0,4133,4133,0.0,WeightTraining,2024-05-31T16:22:31Z,0.0,0.0,82.9,117.0,False
11537565863,Fartlek,8503.3,2528,2531,83.0,Run,2024-05-31T04:13:59Z,3.364,4.783,147.5,174.0,False
11534220810,Evening Weight Training,0.0,4115,4115,0.0,WeightTraining,2024-05-30T16:03:13Z,0.0,0.0,84.5,114.0,False
11526052252,after legday spin out,16598.3,2053,2096,80.0,Ride,2024-05-29T15:56:22Z,8.085,10.742,146.2,162.0,False
11526013455,Afternoon Weight Training,0.0,2739,2739,0.0,WeightTraining,2024-05-29T15:03:07Z,0.0,0.0,110.0,140.0,False
11526051794,to the gym,17142.9,1873,1873,43.0,Ride,2024-05-29T14:26:17Z,9.153,14.958,151.2,166.0,False
11523882718,Evening Weight Training,0.0,3790,3790,0.0,WeightTraining,2024-05-28T16:11:06Z,0.0,0.0,97.7,126.0,False
11514189076,Morning Run,10160.5,3433,3433,274.0,Run,2024-05-28T04:09:48Z,2.96,6.122,145.3,165.0,False
11514187855,Evening Weight Training,0.0,4315,4315,0.0,WeightTraining,2024-05-27T16:33:12Z,0.0,0.0,104.1,138.0,False
11506665486,Morning Ride,29770.4,3894,4155,393.0,Ride,2024-05-27T04:16:27Z,7.645,17.712,145.1,174.0,False
11496109555,Evening Weight Training,0.0,3938,3938,0.0,WeightTraining,2024-05-25T16:33:37Z,0.0,0.0,97.3,130.0,False
11492830983,Lunch Run,7206.1,1927,2027,84.0,Run,2024-05-25T10:49:37Z,3.74,5.099,147.7,183.0,False
11488770241,Night Run,9033.2,2820,3427,85.0,Run,2024-05-24T19:31:59Z,3.203,5.188,145.0,165.0,False
11487524565,Afternoon Weight Training,0.0,4484,4484,0.0,WeightTraining,2024-05-24T14:47:04Z,0.0,0.0,88.1,130.0,False
11479401624,Afternoon Swim,2250.0,2715,4424,0.0,Swim,2024-05-23T13:44:33Z,0.829,2.174,134.3,171.0,False
11479397042,Afternoon Weight Training,0.0,2986,2986,0.0,WeightTraining,2024-05-23T12:29:50Z,0.0,0.0,,,False
11473926549,Evening Weight Training,0.0,4160,4160,0.0,WeightTraining,2024-05-22T18:42:16Z,0.0,0.0,94.5,124.0,False
11466382413,Evening Weight Training,0.0,4816,4816,0.0,WeightTraining,2024-05-21T18:58:02Z,0.0,0.0,92.8,121.0,False
11453946290,100km ride,101424.0,12867,16875,681.8,Ride,2024-05-20T05:27:17Z,7.882,16.003,143.6,174.0,False
11450077388,Evening Weight Training,0.0,4110,4110,0.0,WeightTraining,2024-05-19T16:41:18Z,0.0,0.0,94.4,124.0,False
11444547737,Morning Swim,1550.0,1714,2376,0.0,Swim,2024-05-19T07:09:49Z,0.904,6.176,122.9,159.0,False
11436822076,Brick Session - Run 🧱,8013.9,2407,2773,83.0,Run,2024-05-18T07:59:48Z,3.329,5.186,153.5,171.0,False
11436424147,Brick Session-Bike🧱,43374.1,5155,5442,315.0,Ride,2024-05-18T06:20:40Z,8.414,15.794,141.9,170.0,False
11434118659,Night Weight Training,0.0,5164,5164,0.0,WeightTraining,2024-05-17T19:10:26Z,0.0,0.0,,,False
11426408228,Evening Weight Training,0.0,3738,3738,0.0,WeightTraining,2024-05-16T17:42:22Z,0.0,0.0,95.7,125.0,False
11418806031,Evening Swim,1500.0,1759,2286,0.0,Swim,2024-05-15T17:55:26Z,0.853,0.962,111.6,136.0,False
11411590583,Evening Weight Training,0.0,4823,4823,0.0,WeightTraining,2024-05-14T18:54:56Z,0.0,0.0,89.6,127.0,False
11405974183,Morning Run,9496.8,3044,3122,113.0,Run,2024-05-14T05:30:01Z,3.12,4.043,140.7,162.0,False
11403587010,Night Weight Training,0.0,4516,4516,0.0,WeightTraining,2024-05-13T19:26:06Z,0.0,0.0,92.5,118.0,False
11395729872,Evening Weight Training,0.0,3703,3703,0.0,WeightTraining,2024-05-12T16:24:39Z,0.0,0.0,96.3,124.0,False
11391127987,Morning Ride,54940.4,6605,6888,534.0,Ride,2024-05-12T07:15:29Z,8.318,18.309,145.0,170.0,False
11384331050,Lunch Swim- Outside,1000.0,1252,1786,0.0,Swim,2024-05-11T10:45:26Z,0.799,0.91,128.4,152.0,False
11379817653,Evening Weight Training,0.0,3940,3940,0.0,WeightTraining,2024-05-10T18:54:54Z,0.0,0.0,92.3,125.0,False
11367570194,Flughafenlauf,16677.8,4530,4530,79.0,Run,2024-05-09T08:33:20Z,3.682,4.962,149.4,181.0,False
11363338379,Evening Swim,2000.0,2256,3002,0.0,Swim,2024-05-08T17:38:48Z,0.887,6.428,128.4,170.0,False
11355963763,Night Weight Training,0.0,3533,3533,0.0,WeightTraining,2024-05-07T19:10:26Z,0.0,0.0,99.2,128.0,False
11350507607,Morning Run,8089.2,2295,2372,79.0,Run,2024-05-07T05:56:47Z,3.525,5.585,143.8,176.0,False
11348313719,Night Weight Training,0.0,4198,4198,0.0,WeightTraining,2024-05-06T19:27:35Z,0.0,0.0,104.6,130.0,False
11348313235,Lunch Weight Training,0.0,3638,3638,0.0,WeightTraining,2024-05-04T10:30:25Z,0.0,0.0,90.9,126.0,False
11323354627,Afternoon Swim,1600.0,1781,2307,0.0,Swim,2024-05-03T15:08:00Z,0.898,1.39,133.6,163.0,False
11313997443,Lunch Weight Training,0.0,2524,2524,0.0,WeightTraining,2024-05-02T09:51:08Z,0.0,0.0,79.6,110.0,False
11310792924,Night Weight Training,0.0,3982,3982,0.0,WeightTraining,2024-05-01T19:20:31Z,0.0,0.0,85.6,117.0,False
11309986133,Afternoon Hike,7755.0,6688,10111,62.0,Hike,2024-05-01T12:38:15Z,1.16,27.036,71.4,115.0,False
11300238120,Evening Run,9326.0,2902,3069,84.0,Run,2024-04-30T16:23:52Z,3.214,6.022,142.8,161.0,False
11300238026,Lunch Hike,7746.6,6575,9916,431.0,Hike,2024-04-30T09:55:29Z,1.178,4.31,85.3,116.0,False
11293956347,Night Weight Training,0.0,3809,3809,0.0,WeightTraining,2024-04-29T19:07:48Z,0.0,0.0,95.0,135.0,False
11285325868,Afternoon Weight Training,0.0,4727,4727,0.0,WeightTraining,2024-04-28T15:18:05Z,0.0,0.0,92.7,130.0,False
11274779091,Brick-Run,8070.5,2446,2518,54.0,Run,2024-04-27T11:10:13Z,3.299,4.57,159.8,176.0,False
11274316373,Brick-Bike,45623.3,5761,5867,405.0,Ride,2024-04-27T09:16:47Z,7.919,15.79,139.2,165.0,False
11270828973,Night Weight Training,0.0,4404,4404,0.0,WeightTraining,2024-04-26T19:25:26Z,0.0,0.0,95.0,126.0,False
11268862102,Afternoon Swim,2250.0,2529,3539,0.0,Swim,2024-04-26T14:10:23Z,0.89,10.556,122.6,166.0,False
11262990616,Evening Weight Training,0.0,4026,4026,0.0,WeightTraining,2024-04-25T16:23:53Z,0.0,0.0,80.3,128.0,False
11259997996,Lunch Swim,0.0,970,988,0.0,Swim,2024-04-25T10:09:56Z,0.0,0.0,117.5,134.0,False
11255477321,Evening Weight Training,0.0,3964,3964,0.0,WeightTraining,2024-04-24T16:37:48Z,0.0,0.0,92.2,126.0,False
11248926242,Evening Weight Training,0.0,4149,4149,0.0,WeightTraining,2024-04-23T18:35:38Z,0.0,0.0,92.1,119.0,False
11244047684,Morning Run,5004.7,1249,1342,39.0,Run,2024-04-23T07:25:18Z,4.007,5.337,135.5,150.0,False
11233985199,Evening Weight Training,0.0,4306,4306,0.0,WeightTraining,2024-04-21T16:04:32Z,0.0,0.0,101.7,132.0,False
11231814367,Afternoon Run,10446.3,3027,3255,66.0,Run,2024-04-21T12:28:21Z,3.451,4.62,144.5,156.0,False
11230012449,Lunch Swim,2050.0,2349,3529,0.0,Swim,2024-04-21T09:02:14Z,0.873,5.0,127.3,162.0,False
11222976555,Lunch Weight Training,0.0,4460,4460,0.0,WeightTraining,2024-04-20T10:14:21Z,0.0,0.0,94.8,124.0,False
11218703077,Recovery Run,11100.9,3364,3374,91.0,Run,2024-04-19T17:58:16Z,3.3,6.952,135.3,155.0,False
11210728085,Afternoon Weight Training,0.0,3672,3672,0.0,WeightTraining,2024-04-18T14:59:35Z,0.0,0.0,95.0,126.0,False
11208710700,Lunch Swim,1500.0,1782,2036,0.0,Swim,2024-04-18T10:09:01Z,0.842,0.963,119.9,145.0,False
11204561957,Evening Weight Training,0.0,4688,4688,0.0,WeightTraining,2024-04-17T16:59:18Z,0.0,0.0,96.2,123.0,False
11196037081,Track session,7793.3,2394,2440,12.0,Run,2024-04-16T15:49:55Z,3.255,5.819,148.6,177.0,False
11190185584,Evening Weight Training,0.0,4051,4051,0.0,WeightTraining,2024-04-15T18:29:06Z,0.0,0.0,99.1,132.0,False
11182166860,Afternoon Swim,1600.0,1819,3434,0.0,Swim,2024-04-14T14:52:21Z,0.88,5.518,115.4,149.0,False
11182165992,Lunch Weight Training,0.0,5053,5053,0.0,WeightTraining,2024-04-14T10:39:31Z,0.0,0.0,83.7,131.0,False
11173495452,Afternoon Ride,70499.5,8848,11186,463.0,Ride,2024-04-13T13:02:32Z,7.968,14.933,144.4,172.0,False
11167292903,Evening Weight Training,0.0,4687,4687,0.0,WeightTraining,2024-04-12T16:54:02Z,0.0,0.0,91.3,119.0,False
11162390485,Morning Run,7709.6,2002,2107,69.0,Run,2024-04-12T06:56:46Z,3.851,5.194,161.7,186.0,False
11162389952,Evening Weight Training,0.0,3019,3019,0.0,WeightTraining,2024-04-11T18:49:00Z,0.0,0.0,95.5,140.0,False
11157676578,Afternoon Swim,2000.0,2383,2955,0.0,Swim,2024-04-11T14:21:57Z,0.839,3.75,124.8,163.0,False
11157675497,Evening Weight Training,0.0,2783,2783,0.0,WeightTraining,2024-04-10T17:54:09Z,0.0,0.0,101.1,137.0,False
11130201534,home from gym,11998.4,3544,3581,143.0,Run,2024-04-07T18:25:36Z,3.386,5.582,149.0,178.0,False
11130200034,Evening Weight Training,0.0,3922,3922,0.0,WeightTraining,2024-04-07T17:17:18Z,0.0,0.0,90.9,122.0,False
11130199303,Lunch Weight Training,0.0,4143,4143,0.0,WeightTraining,2024-04-06T10:40:47Z,0.0,0.0,79.6,107.0,False
11112140897,Afternoon Hike,2176.4,2592,4607,0.0,Hike,2024-04-05T13:31:25Z,0.84,2.232,78.5,98.0,False
11111452374,Lunch Hike,2446.3,3216,6342,654.0,Hike,2024-04-05T10:35:28Z,0.761,3.644,101.6,141.0,False
11107492150,Post Workout Treadmill Tempo,4657.7,1166,1195,0.0,Run,2024-04-04T19:32:42Z,3.995,4.435,131.1,149.0,False
11107491778,Evening Weight Training,0.0,3909,3909,0.0,WeightTraining,2024-04-04T18:26:09Z,0.0,0.0,87.4,126.0,False
11107491135,Evening Weight Training,0.0,4783,4783,0.0,WeightTraining,2024-04-03T18:16:06Z,0.0,0.0,86.6,123.0,False
11097001913,Lunch Hike,4631.7,4990,7089,348.0,Hike,2024-04-03T09:25:17Z,0.928,2.564,87.7,132.0,False
11096999156,Evening Weight Training,0.0,4514,4514,0.0,WeightTraining,2024-04-02T17:01:28Z,0.0,0.0,74.0,108.0,False
11088705008,Morning Swim,1000.0,1256,1426,0.0,Swim,2024-04-02T05:27:03Z,0.796,0.926,106.5,124.0,False
11083293545,Lunch Nordic Ski,5297.8,2716,3936,113.0,NordicSki,2024-04-01T10:47:14Z,1.951,13.154,89.1,124.0,False
11079802414,Evening Weight Training,0.0,5000,5000,0.0,WeightTraining,2024-03-31T18:57:34Z,0.0,0.0,87.9,140.0,False
11075924217,Lunch Hike,1283.6,1091,2604,66.0,Hike,2024-03-31T10:49:25Z,1.177,4.1,102.2,134.0,False
11075922677,Lunch Weight Training,0.0,4706,4706,0.0,WeightTraining,2024-03-30T11:03:05Z,0.0,0.0,86.7,128.0,False
11059536771,Morning Run,7584.1,2392,2400,46.0,Run,2024-03-29T06:37:15Z,3.171,6.09,149.0,176.0,False
11059536041,Afternoon Weight Training,0.0,2903,2903,0.0,WeightTraining,2024-03-28T16:51:39Z,0.0,0.0,86.4,124.0,False
11051018645,Evening Swim,1500.0,1841,2137,0.0,Swim,2024-03-27T19:08:31Z,0.815,2.084,108.6,138.0,False
11044734582,Evening Weight Training,0.0,3814,3814,0.0,WeightTraining,2024-03-26T19:44:51Z,0.0,0.0,86.0,126.0,False
11040079999,Morning Ride,23539.8,3116,3135,259.0,Ride,2024-03-26T08:36:41Z,7.554,15.14,144.2,169.0,False
11037962313,Night Weight Training,0.0,4140,4140,0.0,WeightTraining,2024-03-25T20:22:33Z,0.0,0.0,97.0,130.0,False
11030787890,Evening Weight Training,0.0,3215,3215,0.0,WeightTraining,2024-03-24T17:52:57Z,0.0,0.0,95.3,125.0,False
11028303861,Lunch Run and dip in the lake,14493.6,4236,4386,66.0,Run,2024-03-24T11:55:52Z,3.422,4.862,152.4,178.0,False
11022681691,Afternoon Swim,1400.0,1655,2698,0.0,Swim,2024-03-23T14:07:37Z,0.846,12.5,87.5,124.0,False
11020026818,Morning Weight Training,0.0,4468,4468,0.0,WeightTraining,2024-03-23T09:55:19Z,0.0,0.0,87.5,115.0,False
11009228078,Afternoon Ride,19406.9,2817,2841,222.0,Ride,2024-03-21T16:46:26Z,6.889,18.624,141.4,171.0,False
11007994404,Afternoon Weight Training,0.0,3883,3883,0.0,WeightTraining,2024-03-21T13:20:38Z,0.0,0.0,86.0,117.0,False
11003162623,Evening Swim,1100.0,1496,1950,0.0,Swim,2024-03-20T19:12:41Z,0.735,4.208,104.9,124.0,False
10993649927,Afternoon Weight Training,0.0,3894,3894,0.0,WeightTraining,2024-03-19T14:48:53Z,0.0,0.0,87.4,122.0,False
10990732277,Morning Run,5426.6,1462,1569,49.0,Run,2024-03-19T06:44:18Z,3.712,5.362,139.4,151.0,False
10987935869,Evening Weight Training,0.0,5727,5727,0.0,WeightTraining,2024-03-18T17:35:50Z,0.0,0.0,100.3,136.0,False
10985941723,Evening Weight Training,0.0,5207,5207,0.0,WeightTraining,2024-03-17T17:12:02Z,0.0,0.0,90.7,128.0,False
10977360331,Morning Ride,60593.6,8321,9657,360.0,Ride,2024-03-17T07:55:09Z,7.282,13.619,135.8,167.0,False
10956656180,Morning Weight Training,0.0,5363,5363,0.0,WeightTraining,2024-03-14T09:04:06Z,0.0,0.0,79.3,118.0,False
10953313680,Evening Swim,1550.0,1928,2529,0.0,Swim,2024-03-13T19:08:27Z,0.804,4.166,124.2,146.0,False
10949788523,Lunch Run,4500.0,1239,1240,0.0,Run,2024-03-13T11:17:11Z,3.632,4.248,126.4,148.0,False
10941480551,Lower Body Guided Foam Roll,0.0,376,376,0.0,Workout,2024-03-12T08:24:53Z,0.0,0.0,,,False
10941454681,Light stretching and bodyweight mobility,0.0,430,430,0.0,Workout,2024-03-12T08:17:06Z,0.0,0.0,,,False
10939280192,Night Weight Training,0.0,4965,4965,0.0,WeightTraining,2024-03-11T20:16:03Z,0.0,0.0,97.3,124.0,False
10928292240,Zone 2 training,21097.7,6999,7127,94.0,Run,2024-03-10T08:09:51Z,3.014,4.201,148.7,171.0,False
10924611071,Afternoon Weight Training,0.0,3819,3819,0.0,WeightTraining,2024-03-09T15:40:02Z,0.0,0.0,94.4,127.0,False
10921469772,Morning Swim,1275.0,1536,2153,0.0,Swim,2024-03-09T09:43:40Z,0.83,1.0,128.8,167.0,False
10910795380,Afternoon Weight Training,0.0,4522,4522,0.0,WeightTraining,2024-03-07T15:05:25Z,0.0,0.0,85.1,140.0,False
10904262794,Evening Yoga,0.0,602,602,0.0,Yoga,2024-03-05T17:56:00Z,0.0,0.0,79.1,100.0,False
10893836790,Morning Swim,1000.0,1215,1294,0.0,Swim,2024-03-05T08:18:50Z,0.823,2.5,123.9,144.0,False
10879169284,Morning Run,8770.5,2494,2740,37.0,Run,2024-03-03T07:06:44Z,3.517,4.302,156.7,179.0,False
10879167648,Morning Swim,1000.0,1186,1502,0.0,Swim,2024-03-02T09:18:26Z,0.843,3.572,108.7,130.0,False
10879167029,Morning Swim,500.0,648,1454,0.0,Swim,2024-02-27T08:09:47Z,0.772,0.926,125.0,156.0,False
10879166340,Night Run,7103.6,2433,2707,54.0,Run,2024-02-14T22:21:42Z,2.92,6.375,152.9,187.0,False
10879164969,Night Swim,825.0,976,1458,0.0,Swim,2024-02-13T22:05:15Z,0.845,7.5,136.2,162.0,False
10879164318,Afternoon Weight Training,0.0,3745,3745,0.0,WeightTraining,2024-02-08T16:54:54Z,0.0,0.0,92.2,128.0,False
10879163278,Morning Weight Training,0.0,5010,5010,0.0,WeightTraining,2024-02-08T09:36:12Z,0.0,0.0,102.7,125.0,False
10879162288,Afternoon Alpine Ski,25210.2,2566,7131,0.0,AlpineSki,2024-02-05T13:22:36Z,9.825,31.392,105.9,123.0,False
10879158634,Morning Alpine Ski,31808.8,3241,11793,0.0,AlpineSki,2024-02-05T08:56:24Z,9.815,26.97,100.8,122.0,False
10879153566,Lunch Weight Training,0.0,3681,3681,0.0,WeightTraining,2024-02-04T10:07:20Z,0.0,0.0,95.8,137.0,False
10688370865,Afternoon Swim,1000.0,1136,1707,0.0,Swim,2024-02-03T15:14:28Z,0.88,4.166,107.5,140.0,False
10686770429,Lunch Weight Training,0.0,4895,4895,0.0,WeightTraining,2024-02-03T10:50:02Z,0.0,0.0,101.5,145.0,False
10675978471,FIRST SWIM,1025.0,1331,2110,0.0,Swim,2024-02-01T17:45:34Z,0.77,3.802,140.0,162.0,False
10675977830,Afternoon Weight Training,0.0,5000,5000,0.0,WeightTraining,2024-02-01T13:55:15Z,0.0,0.0,102.8,137.0,False
10661406117,Afternoon Weight Training,0.0,3876,3876,0.0,WeightTraining,2024-01-30T15:04:50Z,0.0,0.0,108.4,144.0,False
9957606216,Night Run,6491.6,1949,2061,45.5,Run,2023-10-01T18:30:55Z,3.331,5.662,,,False
10653818844,Afternoon Weight Training,0.0,5638,5638,0.0,WeightTraining,2023-08-03T13:59:01Z,0.0,0.0,103.8,139.0,False
9404713060,Lunch Ride,31507.0,5776,6541,2212.9,Ride,2023-07-07T08:54:11Z,5.455,16.97,,,False
10653814981,Morning Run,6014.9,2266,2267,50.0,Run,2023-02-18T03:35:34Z,2.654,4.672,131.4,156.0,False
8515462808,Morning Alpine Ski,45465.0,5378,20448,0.0,AlpineSki,2023-02-06T09:53:32Z,8.454,25.81,106.5,136.0,False
8509970644,Lunch Alpine Ski,21447.6,3129,8600,0.0,AlpineSki,2023-02-05T11:50:40Z,6.854,30.742,107.0,158.0,False
8509963937,Morning Alpine Ski,13524.6,1924,4175,0.0,AlpineSki,2023-02-05T09:29:33Z,7.029,20.83,89.6,112.0,False
8509959697,Morning Mountain Bike Ride,6046.8,2641,5825,331.0,Ride,2022-08-20T08:17:01Z,2.29,13.438,131.0,161.0,False
7468555410,Afternoon Weight Training,0.0,6698,6698,0.0,WeightTraining,2022-07-14T14:50:16Z,0.0,0.0,99.9,135.0,False
7468555306,Afternoon Weight Training,0.0,3939,3939,0.0,WeightTraining,2022-07-13T15:28:40Z,0.0,0.0,104.2,141.0,False
7457575667,Afternoon Weight Training,0.0,5841,5841,0.0,WeightTraining,2022-07-12T14:59:55Z,0.0,0.0,101.5,136.0,False
7451960723,Afternoon Weight Training,0.0,5229,5229,0.0,WeightTraining,2022-07-11T15:13:15Z,0.0,0.0,106.9,149.0,False
7447409855,Afternoon Mountain Bike Ride,23045.1,5580,7297,719.0,Ride,2022-07-10T15:15:35Z,4.13,15.598,128.9,165.0,False
7435821615,Afternoon Weight Training,0.0,4353,4353,0.0,WeightTraining,2022-07-08T14:27:11Z,0.0,0.0,94.5,124.0,False
7430695048,Afternoon Weight Training,0.0,4629,4629,0.0,WeightTraining,2022-07-07T14:01:49Z,0.0,0.0,97.1,127.0,False
7425749611,Evening Weight Training,0.0,4861,4861,0.0,WeightTraining,2022-07-06T16:05:49Z,0.0,0.0,110.4,154.0,False
7420040838,Afternoon Weight Training,0.0,5620,5620,0.0,WeightTraining,2022-07-05T15:18:52Z,0.0,0.0,100.8,125.0,False
7403113838,Afternoon Ride,50561.6,8264,10081,4070.9,Ride,2022-07-02T11:15:32Z,6.118,20.766,,,False
7401846839,Lunch Ride,54029.2,9892,11214,3959.1,Ride,2022-07-02T07:20:57Z,5.462,18.992,,,False
7392765979,Morgins chiller,34674.5,7303,8222,2365.7,Ride,2022-06-30T11:09:17Z,4.748,19.138,,,False
7391953454,Morning Mountain Bike Ride,27999.4,4164,8439,125.0,Ride,2022-06-30T07:52:57Z,6.724,14.232,111.6,152.0,False
7387555778,Morning Mountain Bike Ride,61215.1,10892,20623,3107.4,Ride,2022-06-29T07:53:43Z,5.62,15.718,114.8,166.0,False
7381972092,Morning Mountain Bike Ride,67104.7,12640,23692,3415.0,Ride,2022-06-28T07:22:42Z,5.309,15.619,116.0,167.0,False
7377067669,Afternoon Weight Training,0.0,5186,5186,0.0,WeightTraining,2022-06-27T13:08:26Z,0.0,0.0,93.6,132.0,False
7377067469,Afternoon Weight Training,0.0,4536,4536,0.0,WeightTraining,2022-06-24T14:20:43Z,0.0,0.0,103.5,139.0,False
7351449142,Afternoon Weight Training,0.0,5222,5222,0.0,WeightTraining,2022-06-22T15:19:56Z,0.0,0.0,112.6,159.0,False
7343419682,Morning Mountain Bike Ride,19727.6,4717,5084,486.0,Ride,2022-06-21T06:58:38Z,4.182,13.764,129.0,173.0,False
7323859111,Afternoon Weight Training,0.0,4672,4672,0.0,WeightTraining,2022-06-17T12:55:46Z,0.0,0.0,108.9,148.0,False
